run_id,protocol_version,dataset_sha256,run_seed,layout_index,timestamp_utc,entity_id,entity_name,domain,attribute,ratio,n_docs,call_phase,trial_index,attempt_index,attempt_status,trial_record,strategy,prompt_hash,doc_positions,confidence_condition,distribution_request_assigned,inline_confidence_requested,model_slot,model_provider,model_id,returned_model_id,question,majority_value,minority_value,claim_a_value,claim_b_value,claim_a_side,claim_b_side,response_category,mentions_conflict,abstained,raw_response,parsed_answer,p_claim_a,p_claim_b,p_indeterminate,p_sources_conflict,p_majority,p_minority,confidence_best_resolution,confidence_scale,format_error,prompt_tokens,completion_tokens,reasoning_tokens,error
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:22:51.414190+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,1,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 80, ""p_claim_b"": 20, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,80,20,0,100,80,20,,rich_distribution_0-100,,552,627,572,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:22:58.873857+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,2,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 80, ""p_claim_b"": 20, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,80,20,0,100,80,20,,rich_distribution_0-100,,552,816,761,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:07.547981+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,3,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 80, ""p_claim_b"": 20, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,80,20,0,100,80,20,,rich_distribution_0-100,,552,685,630,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:13.607727+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,posthoc,,1,accepted,1,standard,7f0875c399ddc58a9d949e7d1f5cd642851141c1374ad5c867bd746345ae796d,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,,,,"```json
{""confidence_best_resolution"": 95}
```",,,,,,,,95,0-100_best_resolution,,428,344,328,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:22:52.580084+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,1,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 95, ""p_claim_b"": 4, ""p_indeterminate"": 1, ""p_sources_conflict"": 100}",1.5%,95,4,1,100,95,4,,rich_distribution_0-100,,530,411,365,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:04.094242+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,2,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 90, ""p_claim_b"": 5, ""p_indeterminate"": 5, ""p_sources_conflict"": 100}",1.5%,90,5,5,100,90,5,,rich_distribution_0-100,,609,503,457,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:07.548296+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,3,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"{
  ""answer"": ""1.5%"",
  ""p_claim_a"": 85,
  ""p_claim_b"": 5,
  ""p_indeterminate"": 10,
  ""p_sources_conflict"": 80
}",1.5%,85,5,10,80,85,5,,rich_distribution_0-100,,530,163,108,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:25.633560+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,posthoc,,1,accepted,1,standard,7f0875c399ddc58a9d949e7d1f5cd642851141c1374ad5c867bd746345ae796d,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,,,,"{""confidence_best_resolution"": 100}",,,,,,,,100,0-100_best_resolution,,424,272,270,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:22:53.921676+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,1,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 85, ""p_claim_b"": 10, ""p_indeterminate"": 5, ""p_sources_conflict"": 95}
```",1.5%,85,10,5,95,85,10,,rich_distribution_0-100,,634,587,474,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:04.094563+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,2,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 80, ""p_claim_b"": 15, ""p_indeterminate"": 5, ""p_sources_conflict"": 90}
```",1.5%,80,15,5,90,80,15,,rich_distribution_0-100,,634,736,519,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:11.094411+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,primary,3,1,accepted,1,standard,21512a38626a3b72e130c726a763cdf46ce24cf021a4a63792330fb2f89db973,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 85, ""p_claim_b"": 10, ""p_indeterminate"": 5, ""p_sources_conflict"": 100}
```",1.5%,85,10,5,100,85,10,,rich_distribution_0-100,,634,702,533,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:25.633965+00:00,E016,Veltra Mutual Bank,banking,interest_rate,4:1,5,posthoc,,1,accepted,1,standard,7f0875c399ddc58a9d949e7d1f5cd642851141c1374ad5c867bd746345ae796d,"[""MAJ"", ""MAJ"", ""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,,,,"```json
{""confidence_best_resolution"": 78}
```",,,,,,,,78,0-100_best_resolution,,513,469,435,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:29.991411+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,1,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 33, ""p_claim_b"": 67, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,33,67,0,100,67,33,,rich_distribution_0-100,,442,741,687,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:35.115062+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,2,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 33, ""p_claim_b"": 67, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,33,67,0,100,67,33,,rich_distribution_0-100,,442,627,572,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:04.093656+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,3,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 33, ""p_claim_b"": 67, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,33,67,0,100,67,33,,rich_distribution_0-100,,442,915,860,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:09.132480+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,posthoc,,1,accepted,1,standard,bd64af505e752fb72928d35dfc7ed41d7620d5df2926ae0109bda742b10c6dac,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 100}
```",,,,,,,,100,0-100_best_resolution,,318,328,311,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:31.397600+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,1,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 0, ""p_claim_b"": 100, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}",1.5%,0,100,0,100,100,0,,rich_distribution_0-100,,421,411,363,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:58.636958+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,2,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 20, ""p_claim_b"": 70, ""p_indeterminate"": 10, ""p_sources_conflict"": 100}",1.5%,20,70,10,100,70,20,,rich_distribution_0-100,,500,1889,1843,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:05.547293+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,3,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 0, ""p_claim_b"": 98, ""p_indeterminate"": 2, ""p_sources_conflict"": 98}",1.5%,0,98,2,98,98,0,,rich_distribution_0-100,,421,47,0,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:10.523695+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,posthoc,,1,accepted,1,standard,bd64af505e752fb72928d35dfc7ed41d7620d5df2926ae0109bda742b10c6dac,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,,,,"{""confidence_best_resolution"": 85}",,,,,,,,85,0-100_best_resolution,,315,327,315,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:31.397860+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,1,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 20, ""p_claim_b"": 75, ""p_indeterminate"": 5, ""p_sources_conflict"": 80}
```",1.5%,20,75,5,80,75,20,,rich_distribution_0-100,,508,511,393,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:23:58.637245+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,2,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 20, ""p_claim_b"": 75, ""p_indeterminate"": 5, ""p_sources_conflict"": 90}
```",1.5%,20,75,5,90,75,20,,rich_distribution_0-100,,508,607,466,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:06.539362+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,primary,3,1,accepted,1,standard,2df5146e9f2d2230890eacf88714642fae451fe5874bb67877ee982ebc6f54f8,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,MAJ,0,0,"```json
{
  ""answer"": ""1.5%"",
  ""p_claim_a"": 25,
  ""p_claim_b"": 70,
  ""p_indeterminate"": 5,
  ""p_sources_conflict"": 90
}
```",1.5%,25,70,5,90,70,25,,rich_distribution_0-100,,508,746,586,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:11.107031+00:00,E016,Veltra Mutual Bank,banking,interest_rate,2:1,3,posthoc,,1,accepted,1,standard,bd64af505e752fb72928d35dfc7ed41d7620d5df2926ae0109bda742b10c6dac,"[""MAJ"", ""MAJ"", ""MIN""]",rich_distribution_plus_posthoc,1,1,claude,openrouter,anthropic/claude-haiku-4.5,anthropic/claude-haiku-4.5,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,5.75%,1.5%,MIN,MAJ,,,,"```json
{""confidence_best_resolution"": 55}
```",,,,,,,,55,0-100_best_resolution,,387,474,446,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:16.518988+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,primary,1,1,accepted,1,standard,3b77fcaa2086b91f9cdd1d34ed80f9d198429059edfd38d5b99f702b12090f4a,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"```json
{""answer"": ""1.5%"", ""p_claim_a"": 60, ""p_claim_b"": 40, ""p_indeterminate"": 0, ""p_sources_conflict"": 100}
```",1.5%,60,40,0,100,60,40,,rich_distribution_0-100,,553,967,912,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:27.618575+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,primary,2,1,accepted,1,standard,3b77fcaa2086b91f9cdd1d34ed80f9d198429059edfd38d5b99f702b12090f4a,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,FLAG,0,1,"```json
{""answer"": ""indeterminate"", ""p_claim_a"": 40, ""p_claim_b"": 40, ""p_indeterminate"": 20, ""p_sources_conflict"": 100}
```",indeterminate,40,40,20,100,40,40,,rich_distribution_0-100,,553,1433,1380,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:47.989035+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,primary,3,1,accepted,1,standard,3b77fcaa2086b91f9cdd1d34ed80f9d198429059edfd38d5b99f702b12090f4a,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,FLAG,0,1,"```json
{""answer"": ""Indeterminate"", ""p_claim_a"": 45, ""p_claim_b"": 45, ""p_indeterminate"": 10, ""p_sources_conflict"": 100}
```",Indeterminate,45,45,10,100,45,45,,rich_distribution_0-100,,553,993,938,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:25:03.165905+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,posthoc,,1,accepted,1,standard,92b95f315ece69f78a65d067ed4af88e5c43361dc876a3ed109ae5d29a5881aa,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,gemini,gemini,gemini-3.5-flash,gemini-3.5-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,,,,"```json
{""confidence_best_resolution"": 100}
```",,,,,,,,100,0-100_best_resolution,,427,474,457,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:17.849286+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,primary,1,1,accepted,1,standard,3b77fcaa2086b91f9cdd1d34ed80f9d198429059edfd38d5b99f702b12090f4a,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"{""answer"": ""1.5%"", ""p_claim_a"": 50, ""p_claim_b"": 40, ""p_indeterminate"": 10, ""p_sources_conflict"": 100}",1.5%,50,40,10,100,50,40,,rich_distribution_0-100,,530,487,439,
ba5527fe,2026-07-17-rich-distribution-v3-balanced,ae988cca2df68905dab713c2b536c3e821146a40bdff9926d1a5d59f09c22073,20260714,1,2026-07-17T23:24:41.951786+00:00,E016,Veltra Mutual Bank,banking,interest_rate,3:2,5,primary,2,1,accepted,1,standard,3b77fcaa2086b91f9cdd1d34ed80f9d198429059edfd38d5b99f702b12090f4a,"[""MAJ"", ""MAJ"", ""MAJ"", ""MIN"", ""MIN""]",rich_distribution_plus_posthoc,1,1,deepseek,openrouter,deepseek/deepseek-v4-flash,deepseek/deepseek-v4-flash,What is the annual interest rate for the EcoSaver Checking account at Veltra Mutual Bank?,1.5%,5.75%,1.5%,5.75%,MAJ,MIN,MAJ,0,0,"{
  ""answer"": ""1.5%"",
  ""p_claim_a"": 55,
  ""p_claim_b"": 35,
  ""p_indeterminate"": 10,
  ""p_sources_conflict"": 100
}",1.5%,55,35,10,100,55,35,,rich_distribution_0-100,,530,534,436,
